成交时间,证券代码,买卖标志,成交价格,成交数量,成交金额,成交编号,账户ID,日期
105539,703,买入,16.68,500,8340,102000007491845.00 ,680135528,20170430
105552,2007,买入,34.84,200,6968,101000007254920.00 ,680135528,20170430
105820,2900,买入,30.75,100,3075,103000007533540.00 ,680135528,20170430
105820,78,买入,5.56,500,2780,104000007438898.00 ,680135528,20170430
105820,2576,买入,10.69,100,1069,102000007622999.00 ,680135528,20170430
105820,915,买入,22.85,200,4570,104000007438964.00 ,680135528,20170430
105820,2410,买入,27.13,500,13565,101000007364492.00 ,680135528,20170430
105820,732,买入,22.38,100,2238,103000007533617.00 ,680135528,20170430
105820,300275,买入,10.84,200,2168,103000007533621.00 ,680135528,20170430
105820,2668,买入,21.26,100,2126,104000007439025.00 ,680135528,20170430
105820,2240,买入,14.57,100,1457,102000007623123.00 ,680135528,20170430
105820,2007,买入,35,500,17500,101000007364586.00 ,680135528,20170430
105820,2020,买入,12.36,100,1236,103000007533658.00 ,680135528,20170430
105820,2020,买入,12.37,300,3711,103000007533660.00 ,680135528,20170430
105820,2299,买入,15.31,100,1531,101000007364614.00 ,680135528,20170430
105820,2353,买入,18.09,100,1809,101000007364625.00 ,680135528,20170430
105820,300249,买入,6.92,100,692,101000007364630.00 ,680135528,20170430
105820,553,买入,15.64,100,1564,104000007439081.00 ,680135528,20170430
105820,520,买入,3.48,400,1392,104000007439095.00 ,680135528,20170430
105820,2183,买入,7.3,300,2190,101000007364712.00 ,680135528,20170430
105820,952,买入,14.39,100,1439,101000007364747.00 ,680135528,20170430
105820,2458,买入,17.8,200,3560,102000007623376.00 ,680135528,20170430
105820,300226,买入,58.8,100,5880,102000007623412.00 ,680135528,20170430
105820,603711,买入,24.98,100,2498,5614472.00 ,680135528,20170430
105820,300075,买入,14.48,200,2896,102000007623424.00 ,680135528,20170430
105820,300398,买入,20.71,100,2071,103000007533876.00 ,680135528,20170430
105820,300736,买入,29.07,100,2907,102000007623447.00 ,680135528,20170430
105820,600859,买入,23.69,300,7107,5614521.00 ,680135528,20170430
105820,603058,买入,13.5,200,2700,5614530.00 ,680135528,20170430
105820,155,买入,6.64,200,1328,104000007439217.00 ,680135528,20170430
105820,513,买入,68.08,100,6808,104000007439245.00 ,680135528,20170430
105820,2439,买入,23.98,300,7194,101000007364892.00 ,680135528,20170430
105820,600298,买入,36.96,100,3696,5614539.00 ,680135528,20170430
105820,600260,买入,30.87,300,9261,5614632.00 ,680135528,20170430
105820,600673,买入,10.07,300,3021,5614594.00 ,680135528,20170430
105820,600172,买入,5.04,200,1008,5614595.00 ,680135528,20170430
105820,600810,买入,13.25,700,9275,5614627.00 ,680135528,20170430
105820,600298,买入,36.96,100,3696,5614540.00 ,680135528,20170430
105820,300365,买入,20.9,100,2090,104000007439297.00 ,680135528,20170430
105820,702,买入,6.29,100,629,103000007533956.00 ,680135528,20170430
105820,2589,买入,13.21,200,2642,101000007364922.00 ,680135528,20170430
105820,600614,买入,7.28,200,1456,5614633.00 ,680135528,20170430
105820,703,买入,16.75,500,8375,102000007623570.00 ,680135528,20170430
105820,2366,买入,16.52,100,1652,104000007439337.00 ,680135528,20170430
105820,2422,买入,32.75,200,6550,104000007439359.00 ,680135528,20170430
105821,2292,买入,11.84,100,1184,104000007439375.00 ,680135528,20170430
105821,300298,买入,24.02,200,4804,104000007439384.00 ,680135528,20170430
105820,601012,买入,24.05,100,2405,5614660.00 ,680135528,20170430
105820,603722,买入,40,100,4000,5614700.00 ,680135528,20170430
105820,600967,买入,11.8,400,4720,5614649.00 ,680135528,20170430
105821,2153,买入,29.13,400,11652,101000007365012.00 ,680135528,20170430
105821,426,买入,7.24,100,724,103000007534048.00 ,680135528,20170430
105821,300202,买入,19.06,100,1906,101000007365051.00 ,680135528,20170430
105820,601599,买入,5.01,100,501,5614698.00 ,680135528,20170430
105821,300160,买入,5.18,100,518,104000007439430.00 ,680135528,20170430
105821,975,买入,15.83,100,1583,101000007365093.00 ,680135528,20170430
105821,300065,买入,14.89,100,1489,101000007365107.00 ,680135528,20170430
105821,2271,买入,35.52,100,3552,103000007534100.00 ,680135528,20170430
105820,600153,买入,10.74,300,3222,5614722.00 ,680135528,20170430
105820,600521,买入,27.48,100,2748,5614723.00 ,680135528,20170430
105820,600311,买入,4.03,300,1209,5614731.00 ,680135528,20170430
105821,300039,买入,6.76,700,4732,104000007439479.00 ,680135528,20170430
105821,2522,买入,10.22,200,2044,104000007439505.00 ,680135528,20170430
105820,600161,买入,28.64,300,8592,5614729.00 ,680135528,20170430
105820,600256,买入,4.18,600,2508,5614744.00 ,680135528,20170430
105821,601228,买入,5.71,200,1142,5614773.00 ,680135528,20170430
105821,778,买入,4.63,227,1051.01,103000007534179.00 ,680135528,20170430
105821,2091,买入,7.38,400,2952,104000007439542.00 ,680135528,20170430
105821,300571,买入,63.4,100,6340,101000007365248.00 ,680135528,20170430
105821,300081,买入,13.16,100,1316,102000007623823.00 ,680135528,20170430
105821,778,买入,4.63,173,800.99,103000007534181.00 ,680135528,20170430
105821,600763,买入,47.15,100,4715,5614824.00 ,680135528,20170430
105821,300425,买入,5.22,600,3132,102000007623854.00 ,680135528,20170430
105821,2477,买入,3.58,100,358,104000007439625.00 ,680135528,20170430
105821,961,买入,7.17,200,1434,102000007623915.00 ,680135528,20170430
105821,961,买入,7.17,100,717,102000007623917.00 ,680135528,20170430
105821,961,买入,7.17,100,717,102000007623919.00 ,680135528,20170430
105821,2886,买入,32.97,100,3297,104000007439637.00 ,680135528,20170430
105821,2717,买入,10.54,400,4216,102000007623956.00 ,680135528,20170430
105821,2663,买入,3.55,200,710,104000007439652.00 ,680135528,20170430
105821,600572,买入,7.29,1000,7290,5614828.00 ,680135528,20170430
105821,600711,买入,11.01,200,2202,5614829.00 ,680135528,20170430
105821,600755,买入,8.26,300,2478,5614891.00 ,680135528,20170430
105821,2877,买入,21.35,100,2135,104000007439655.00 ,680135528,20170430
105821,300708,买入,23.05,200,4610,102000007624052.00 ,680135528,20170430
105821,600230,买入,27.48,300,8244,5614924.00 ,680135528,20170430
105821,2129,买入,9.58,100,958,101000007365419.00 ,680135528,20170430
105821,2430,买入,16.23,300,4869,104000007439744.00 ,680135528,20170430
105821,2127,买入,10.45,100,1045,101000007365469.00 ,680135528,20170430
105821,2127,买入,10.45,100,1045,101000007365467.00 ,680135528,20170430
105821,2127,买入,10.45,100,1045,101000007365473.00 ,680135528,20170430
105821,2127,买入,10.45,100,1045,101000007365475.00 ,680135528,20170430
105821,2127,买入,10.45,100,1045,101000007365471.00 ,680135528,20170430
105821,525,买入,19.48,200,3896,103000007534415.00 ,680135528,20170430
105821,600789,买入,10.31,1000,10310,5614934.00 ,680135528,20170430
105821,600366,买入,7.77,200,1554,5614945.00 ,680135528,20170430
105821,600416,买入,8.42,100,842,5614994.00 ,680135528,20170430
105821,300700,买入,53.95,100,5395,102000007624192.00 ,680135528,20170430
105821,830,买入,18.95,100,1895,101000007365547.00 ,680135528,20170430
105821,830,买入,18.95,100,1895,101000007365549.00 ,680135528,20170430
105821,999,买入,28,1,28,101000007365576.00 ,680135528,20170430
105821,999,买入,28,100,2800,101000007365578.00 ,680135528,20170430
105821,999,买入,28,199,5572,101000007365580.00 ,680135528,20170430
105821,663,买入,8.85,300,2655,102000007624230.00 ,680135528,20170430
105821,2332,买入,9.24,300,2772,102000007624252.00 ,680135528,20170430
105821,2269,买入,3.14,600,1884,104000007439872.00 ,680135528,20170430
105821,2157,买入,4.77,100,477,104000007439884.00 ,680135528,20170430
105821,2234,买入,13.09,300,3927,101000007365635.00 ,680135528,20170430
105821,2506,买入,5.08,300,1524,101000007365648.00 ,680135528,20170430
105821,8,买入,5.64,600,3384,104000007439927.00 ,680135528,20170430
105821,2695,买入,15.61,100,1561,101000007365667.00 ,680135528,20170430
105821,882,买入,2.89,700,2023,102000007624353.00 ,680135528,20170430
105820,600622,买入,11.12,100,1112,5614576.00 ,680135528,20170430
105821,300147,买入,9.73,200,1946,103000007534574.00 ,680135528,20170430
105821,2676,买入,3.69,200,738,103000007534580.00 ,680135528,20170430
105821,49,买入,31.28,100,3128,101000007365725.00 ,680135528,20170430
105821,603533,买入,38.4,100,3840,5615129.00 ,680135528,20170430
105822,2815,买入,16.55,200,3310,102000007624389.00 ,680135528,20170430
105822,2465,买入,9.74,200,1948,104000007439990.00 ,680135528,20170430
105822,300738,买入,59.33,100,5933,102000007624423.00 ,680135528,20170430
105822,300415,买入,9.8,100,980,104000007440007.00 ,680135528,20170430
105821,600584,买入,18.96,100,1896,5614772.00 ,680135528,20170430
105821,603709,买入,30.4,100,3040,5614986.00 ,680135528,20170430
105821,603083,买入,36.9,100,3690,5615166.00 ,680135528,20170430
105821,603387,买入,83.44,100,8344,5615182.00 ,680135528,20170430
105821,603083,买入,36.91,100,3691,5615167.00 ,680135528,20170430
105822,603260,买入,74.49,100,7449,5615598.00 ,680135528,20170430
105822,600426,买入,18.81,100,1881,5615604.00 ,680135528,20170430
105823,600426,买入,18.81,100,1881,5615650.00 ,680135528,20170430
105823,2701,买入,5.95,200,1190,102000007625398.00 ,680135528,20170430
105823,601607,买入,25.88,500,12940,5616074.00 ,680135528,20170430
105824,2929,买入,48.3,100,4830,103000007536502.00 ,680135528,20170430
105826,600438,买入,11.07,300,3321,5617451.00 ,680135528,20170430
105827,600438,买入,11.07,200,2214,5617967.00 ,680135528,20170430
105828,2094,买入,22.75,100,2275,101000007370198.00 ,680135528,20170430
105828,2154,买入,3.3,100,330,103000007538791.00 ,680135528,20170430
105829,829,买入,8.39,300,2517,104000007444425.00 ,680135528,20170430
105829,600315,买入,43.03,100,4303,5619084.00 ,680135528,20170430
105829,603680,买入,36.64,100,3664,5619091.00 ,680135528,20170430
105831,300253,买入,12.64,70,884.8,102000007632398.00 ,680135528,20170430
105831,300253,买入,12.64,930,11755.2,102000007632791.00 ,680135528,20170430
105840,300212,买入,30.57,200,6114,103000007547139.00 ,680135528,20170430
105843,2382,买入,21.58,300,6474,104000007453671.00 ,680135528,20170430
105846,2078,买入,10.34,400,4136,101000007382683.00 ,680135528,20170430
105909,2024,买入,14.92,300,4476,101000007397447.00 ,680135528,20170430
111508,600623,买入,11.71,1200,14052,6055772.00 ,680135528,20170430
111612,300253,买入,12.56,1000,12560,102000008310863.00 ,680135528,20170430
111654,600176,买入,11.66,200,2332,6094064.00 ,680135528,20170430
111712,600596,买入,16.5,300,4950,6101664.00 ,680135528,20170430
112113,2900,买入,31.07,100,3107,103000008303311.00 ,680135528,20170430
112113,78,买入,5.53,500,2765,104000008159739.00 ,680135528,20170430
112113,2701,买入,5.98,100,598,102000008468280.00 ,680135528,20170430
112113,2701,买入,5.98,100,598,102000008468282.00 ,680135528,20170430
112113,2576,买入,10.75,100,1075,102000008468290.00 ,680135528,20170430
112113,915,买入,22.9,200,4580,104000008159763.00 ,680135528,20170430
112113,2410,买入,26.96,500,13480,101000008125899.00 ,680135528,20170430
112113,732,买入,22.37,100,2237,103000008303372.00 ,680135528,20170430
112113,300275,买入,10.99,200,2198,103000008303381.00 ,680135528,20170430
112113,2668,买入,21.59,100,2159,104000008159821.00 ,680135528,20170430
112113,2240,买入,14.61,100,1461,102000008468342.00 ,680135528,20170430
112113,2007,买入,35.25,500,17625,101000008125971.00 ,680135528,20170430
112113,2020,买入,12.54,400,5016,103000008303404.00 ,680135528,20170430
112113,2299,买入,15.25,100,1525,101000008125993.00 ,680135528,20170430
112113,2353,买入,18.09,100,1809,101000008126020.00 ,680135528,20170430
112113,300249,买入,6.98,100,698,101000008126023.00 ,680135528,20170430
112113,553,买入,15.7,100,1570,104000008159903.00 ,680135528,20170430
112113,600596,买入,16.53,300,4959,6197268.00 ,680135528,20170430
112113,603711,买入,24.93,100,2493,6197269.00 ,680135528,20170430
112113,520,买入,3.48,400,1392,104000008159919.00 ,680135528,20170430
112113,2183,买入,7.34,300,2202,101000008126058.00 ,680135528,20170430
112113,2153,买入,29.39,400,11756,101000008126070.00 ,680135528,20170430
112113,952,买入,13.92,100,1392,101000008126098.00 ,680135528,20170430
112113,600859,买入,23.88,300,7164,6197309.00 ,680135528,20170430
112113,600315,买入,43.25,100,4325,6197310.00 ,680135528,20170430
112113,2458,买入,17.84,200,3568,102000008468472.00 ,680135528,20170430
112113,2024,买入,15,300,4500,101000008126128.00 ,680135528,20170430
112113,300226,买入,58.92,100,5892,102000008468499.00 ,680135528,20170430
112113,300398,买入,20.9,100,2090,103000008303576.00 ,680135528,20170430
112113,300736,买入,29.05,100,2905,102000008468542.00 ,680135528,20170430
112113,155,买入,6.65,200,1330,104000008160049.00 ,680135528,20170430
112113,600622,买入,11.11,100,1111,6197426.00 ,680135528,20170430
112113,513,买入,68.18,100,6818,104000008160061.00 ,680135528,20170430
112113,600614,买入,7.18,200,1436,6197448.00 ,680135528,20170430
112113,601012,买入,24.15,100,2415,6197477.00 ,680135528,20170430
112113,2439,买入,24.02,300,7206,101000008126223.00 ,680135528,20170430
112113,300365,买入,20.88,100,2088,104000008160163.00 ,680135528,20170430
112113,702,买入,6.32,100,632,103000008303643.00 ,680135528,20170430
112113,2589,买入,13.25,200,2650,101000008126245.00 ,680135528,20170430
112113,703,买入,16.68,500,8340,102000008468628.00 ,680135528,20170430
112113,600967,买入,11.8,400,4720,6197489.00 ,680135528,20170430
112113,600260,买入,30.79,300,9237,6197467.00 ,680135528,20170430
112113,2366,买入,16.63,100,1663,104000008160185.00 ,680135528,20170430
112113,2422,买入,32.64,200,6528,104000008160193.00 ,680135528,20170430
112113,2292,买入,11.86,100,1186,104000008160202.00 ,680135528,20170430
112113,601599,买入,5.03,100,503,6197478.00 ,680135528,20170430
112113,300298,买入,24.3,200,4860,104000008160210.00 ,680135528,20170430
112114,426,买入,7.17,100,717,103000008303736.00 ,680135528,20170430
112113,600161,买入,28.71,300,8613,6197538.00 ,680135528,20170430
112113,600153,买入,10.78,300,3234,6197517.00 ,680135528,20170430
112113,600521,买入,27.74,100,2774,6197518.00 ,680135528,20170430
112114,300202,买入,19.1,100,1910,101000008126316.00 ,680135528,20170430
112114,300160,买入,5.17,100,517,104000008160239.00 ,680135528,20170430
112114,975,买入,15.89,100,1589,101000008126329.00 ,680135528,20170430
112114,300065,买入,14.8,100,1480,101000008126338.00 ,680135528,20170430
112114,2271,买入,35.6,100,3560,103000008303772.00 ,680135528,20170430
112114,300039,买入,6.71,700,4697,104000008160273.00 ,680135528,20170430
112113,600623,买入,11.75,1200,14100,6197536.00 ,680135528,20170430
112113,600256,买入,4.2,600,2520,6197568.00 ,680135528,20170430
112114,601228,买入,5.73,200,1146,6197581.00 ,680135528,20170430
112114,2522,买入,10.21,200,2042,104000008160282.00 ,680135528,20170430
112114,778,买入,4.63,400,1852,103000008303813.00 ,680135528,20170430
112114,2091,买入,7.37,400,2948,104000008160328.00 ,680135528,20170430
112114,300081,买入,13.33,100,1333,102000008468778.00 ,680135528,20170430
112114,600584,买入,18.95,100,1895,6197583.00 ,680135528,20170430
112114,603680,买入,36.77,100,3677,6197600.00 ,680135528,20170430
112114,300425,买入,5.25,600,3150,102000008468797.00 ,680135528,20170430
112114,600711,买入,10.9,200,2180,6197646.00 ,680135528,20170430
112114,2477,买入,3.59,100,359,104000008160365.00 ,680135528,20170430
112114,961,买入,7.23,400,2892,102000008468816.00 ,680135528,20170430
112114,2886,买入,33.1,100,3310,104000008160374.00 ,680135528,20170430
112114,2717,买入,10.55,400,4220,102000008468831.00 ,680135528,20170430
112114,600572,买入,7.35,1000,7350,6197645.00 ,680135528,20170430
112114,2663,买入,3.55,200,710,104000008160393.00 ,680135528,20170430
112114,2877,买入,21.4,100,2140,104000008160401.00 ,680135528,20170430
112114,829,买入,8.42,300,2526,104000008160407.00 ,680135528,20170430
112114,2094,买入,22.79,100,2279,101000008126535.00 ,680135528,20170430
112114,600755,买入,8.28,300,2484,6197690.00 ,680135528,20170430
112114,300708,买入,23.13,200,4626,102000008468862.00 ,680135528,20170430
112114,2929,买入,48.42,100,4842,103000008303863.00 ,680135528,20170430
112114,2129,买入,9.61,100,961,101000008126554.00 ,680135528,20170430
112114,2154,买入,3.31,100,331,103000008303878.00 ,680135528,20170430
112114,601607,买入,26.05,300,7815,6197695.00 ,680135528,20170430
112114,600366,买入,7.77,200,1554,6197723.00 ,680135528,20170430
112114,2430,买入,16.2,300,4860,104000008160437.00 ,680135528,20170430
112114,2127,买入,10.43,500,5215,101000008126565.00 ,680135528,20170430
112114,525,买入,19.54,200,3908,103000008303959.00 ,680135528,20170430
112114,600789,买入,10.32,1000,10320,6197720.00 ,680135528,20170430
112114,603709,买入,30.41,100,3041,6197734.00 ,680135528,20170430
112114,2382,买入,21.58,300,6474,104000008160473.00 ,680135528,20170430
112114,300700,买入,53.93,100,5393,102000008469007.00 ,680135528,20170430
112114,830,买入,18.99,200,3798,101000008126613.00 ,680135528,20170430
112114,600416,买入,8.44,100,844,6197743.00 ,680135528,20170430
112114,663,买入,8.84,300,2652,102000008469025.00 ,680135528,20170430
112114,2332,买入,9.28,300,2784,102000008469041.00 ,680135528,20170430
112114,2269,买入,3.15,600,1890,104000008160542.00 ,680135528,20170430
112114,2157,买入,4.78,100,478,104000008160545.00 ,680135528,20170430
112114,2234,买入,13,300,3900,101000008126665.00 ,680135528,20170430
112114,2506,买入,5.09,300,1527,101000008126697.00 ,680135528,20170430
112114,8,买入,5.65,600,3390,104000008160573.00 ,680135528,20170430
112114,2695,买入,15.75,100,1575,101000008126705.00 ,680135528,20170430
112114,882,买入,2.9,700,2030,102000008469087.00 ,680135528,20170430
112114,300147,买入,9.69,200,1938,103000008304046.00 ,680135528,20170430
112114,2676,买入,3.7,200,740,103000008304050.00 ,680135528,20170430
112114,49,买入,31.35,100,3135,101000008126750.00 ,680135528,20170430
112114,2078,买入,10.39,400,4156,101000008126755.00 ,680135528,20170430
112114,2815,买入,16.61,200,3322,102000008469125.00 ,680135528,20170430
112114,2465,买入,9.75,200,1950,104000008160614.00 ,680135528,20170430
112114,300738,买入,59.11,100,5911,102000008469140.00 ,680135528,20170430
112114,603083,买入,37.24,100,3724,6197870.00 ,680135528,20170430
112114,601607,买入,26.05,100,2605,6197861.00 ,680135528,20170430
112114,601607,买入,26.05,100,2605,6197871.00 ,680135528,20170430
112114,600426,买入,18.86,200,3772,6197915.00 ,680135528,20170430
112113,603058,买入,13.57,200,2714,6197356.00 ,680135528,20170430
112113,600673,买入,10.19,300,3057,6197416.00 ,680135528,20170430
112113,600172,买入,5.03,200,1006,6197446.00 ,680135528,20170430
112113,600810,买入,13.28,700,9296,6197461.00 ,680135528,20170430
112113,600311,买入,4.02,300,1206,6197541.00 ,680135528,20170430
112114,600763,买入,47.2,100,4720,6197601.00 ,680135528,20170430
112114,600230,买入,27.42,300,8226,6197713.00 ,680135528,20170430
112114,600176,买入,11.64,200,2328,6197714.00 ,680135528,20170430
112115,999,买入,28.02,100,2802,101000008127035.00 ,680135528,20170430
112115,999,买入,28.02,100,2802,101000008127065.00 ,680135528,20170430
112115,300415,买入,9.82,100,982,104000008160796.00 ,680135528,20170430
112116,999,买入,28.02,100,2802,101000008127652.00 ,680135528,20170430
112117,603387,买入,83.48,100,8348,6198847.00 ,680135528,20170430
112118,603533,买入,38.89,100,3889,6199097.00 ,680135528,20170430
112120,600438,买入,11.11,500,5555,6199769.00 ,680135528,20170430
112122,603260,买入,75.29,100,7529,6200257.00 ,680135528,20170430
112123,603083,买入,37.24,100,3724,6200468.00 ,680135528,20170430
112127,300212,买入,30.78,200,6156,103000008310038.00 ,680135528,20170430
112128,300075,买入,14.51,100,1451,102000008475478.00 ,680135528,20170430
112138,300075,买入,14.51,100,1451,102000008479977.00 ,680135528,20170430
112138,600298,买入,37.11,100,3711,6206097.00 ,680135528,20170430
112140,600298,买入,37.11,100,3711,6206996.00 ,680135528,20170430
112141,300571,买入,63.37,100,6337,101000008140097.00 ,680135528,20170430
112212,300253,买入,12.65,841,10638.65,102000008495979.00 ,680135528,20170430
112213,300253,买入,12.65,100,1265,102000008496148.00 ,680135528,20170430
112215,300253,买入,12.65,59,746.35,102000008497103.00 ,680135528,20170430
112335,603722,买入,40.28,100,4028,6257503.00 ,680135528,20170430
112630,2900,买入,30.93,500,15465,103000008466643.00 ,680135528,20170430
112630,300517,买入,24.5,100,2450,103000008466673.00 ,680135528,20170430
112630,300384,买入,30.08,300,9024,102000008636608.00 ,680135528,20170430
112630,2925,买入,62.97,300,18891,104000008308444.00 ,680135528,20170430
112630,300463,买入,26.33,100,2633,104000008308490.00 ,680135528,20170430
112630,300485,买入,31.86,300,9558,102000008636738.00 ,680135528,20170430
112630,300254,买入,9.82,400,3928,103000008466844.00 ,680135528,20170430
112630,2200,买入,8.67,300,2601,101000008299577.00 ,680135528,20170430
112630,300511,买入,10.86,800,8688,102000008636798.00 ,680135528,20170430
112630,2668,买入,21.52,300,6456,104000008308567.00 ,680135528,20170430
112631,2240,买入,14.5,200,2900,102000008636818.00 ,680135528,20170430
112631,2594,买入,51,100,5100,101000008299656.00 ,680135528,20170430
112631,2626,买入,18.61,300,5583,103000008466966.00 ,680135528,20170430
112630,600518,买入,26.4,400,10560,6334434.00 ,680135528,20170430
112631,300598,买入,32.4,100,3240,103000008466982.00 ,680135528,20170430
112631,553,买入,15.69,100,1569,104000008308641.00 ,680135528,20170430
112631,520,买入,3.47,300,1041,104000008308665.00 ,680135528,20170430
112631,2818,买入,26.7,600,16020,103000008467037.00 ,680135528,20170430
112630,601225,买入,7.85,100,785,6334755.00 ,680135528,20170430
112630,603711,买入,24.93,400,9972,6334830.00 ,680135528,20170430
112630,600706,买入,13.94,300,4182,6334777.00 ,680135528,20170430
112631,600566,买入,51.6,900,46440,6334899.00 ,680135528,20170430
112631,600233,买入,15.54,100,1554,6334853.00 ,680135528,20170430
112630,601225,买入,7.85,800,6280,6334756.00 ,680135528,20170430
112631,2876,买入,55.84,500,27920,102000008636961.00 ,680135528,20170430
112631,952,买入,13.9,300,4170,101000008299786.00 ,680135528,20170430
112631,952,买入,13.9,300,4170,101000008299788.00 ,680135528,20170430
112631,2458,买入,17.83,800,14264,102000008636989.00 ,680135528,20170430
112631,2592,买入,17.49,100,1749,103000008467114.00 ,680135528,20170430
112631,600306,买入,7.85,800,6280,6334908.00 ,680135528,20170430
112631,980,买入,8.25,200,1650,103000008467124.00 ,680135528,20170430
112631,980,买入,8.25,400,3300,103000008467126.00 ,680135528,20170430
112631,2825,买入,23.34,100,2334,104000008308871.00 ,680135528,20170430
112631,600172,买入,5.03,500,2515,6335036.00 ,680135528,20170430
112631,603658,买入,72.05,200,14410,6334989.00 ,680135528,20170430
112631,830,买入,18.95,900,17055,101000008300184.00 ,680135528,20170430
112631,300075,买入,14.49,600,8694,102000008637165.00 ,680135528,20170430
112631,2569,买入,17.28,600,10368,102000008637206.00 ,680135528,20170430
112631,2393,买入,28.06,100,2806,101000008300249.00 ,680135528,20170430
112631,603079,买入,42.25,600,25350,6335182.00 ,680135528,20170430
112631,600614,买入,7.17,600,4302,6335285.00 ,680135528,20170430
112631,603079,买入,42.25,100,4225,6335183.00 ,680135528,20170430
112631,2424,买入,13.52,600,8112,102000008637302.00 ,680135528,20170430
112631,513,买入,68.2,100,6820,104000008309087.00 ,680135528,20170430
112631,2439,买入,24.03,600,14418,101000008300344.00 ,680135528,20170430
112631,603712,买入,34.26,300,10278,6335405.00 ,680135528,20170430
112631,2632,买入,9.68,600,5808,101000008300376.00 ,680135528,20170430
112631,300645,买入,34.55,200,6910,104000008309130.00 ,680135528,20170430
112631,300621,买入,20.16,100,2016,103000008467438.00 ,680135528,20170430
112631,882,买入,2.89,900,2601,102000008637393.00 ,680135528,20170430
112631,2886,买入,33.06,100,3306,104000008309154.00 ,680135528,20170430
112631,601599,买入,5.01,200,1002,6335422.00 ,680135528,20170430
112631,2892,买入,31.48,200,6296,101000008300536.00 ,680135528,20170430
112631,2558,买入,24.68,700,17276,102000008637475.00 ,680135528,20170430
112631,603518,买入,21.92,100,2192,6335481.00 ,680135528,20170430
112631,300687,买入,54.45,100,5445,103000008467555.00 ,680135528,20170430
112631,300666,买入,61.03,100,6103,101000008300565.00 ,680135528,20170430
112631,300313,买入,9.75,300,2925,104000008309220.00 ,680135528,20170430
112631,600311,买入,4.03,500,2015,6335488.00 ,680135528,20170430
112632,300510,买入,26.15,200,5230,104000008309237.00 ,680135528,20170430
112632,2415,买入,38.28,400,15312,102000008637557.00 ,680135528,20170430
112632,300506,买入,24.51,100,2451,104000008309260.00 ,680135528,20170430
112632,650,买入,6.55,600,3930,101000008300662.00 ,680135528,20170430
112632,300437,买入,17.39,100,1739,103000008467670.00 ,680135528,20170430
112632,300437,买入,17.39,100,1739,103000008467672.00 ,680135528,20170430
112632,300729,买入,31.68,100,3168,102000008637613.00 ,680135528,20170430
112631,600584,买入,19,200,3800,6335575.00 ,680135528,20170430
112632,2477,买入,3.59,100,359,104000008309292.00 ,680135528,20170430
112632,2663,买入,3.55,400,1420,104000008309333.00 ,680135528,20170430
112632,300687,买入,54.45,500,27225,103000008467742.00 ,680135528,20170430
112632,300563,买入,27.98,100,2798,101000008300780.00 ,680135528,20170430
112632,2120,买入,51.54,300,15462,102000008637705.00 ,680135528,20170430
112632,300685,买入,113.8,300,34140,101000008300798.00 ,680135528,20170430
112632,300326,买入,11,900,9900,102000008637738.00 ,680135528,20170430
112632,600176,买入,11.7,700,8190,6335727.00 ,680135528,20170430
112632,601228,买入,5.73,400,2292,6335753.00 ,680135528,20170430
112632,2462,买入,21.1,100,2110,101000008300870.00 ,680135528,20170430
112632,2462,买入,21.1,600,12660,101000008300872.00 ,680135528,20170430
112632,600787,买入,8.9,200,1780,6335782.00 ,680135528,20170430
112632,600416,买入,8.44,900,7596,6335864.00 ,680135528,20170430
112632,2332,买入,9.27,300,2781,102000008637827.00 ,680135528,20170430
112632,2269,买入,3.15,300,945,104000008309516.00 ,680135528,20170430
112632,802,买入,10.82,200,2164,102000008637844.00 ,680135528,20170430
112632,300451,买入,15.35,300,4605,101000008300912.00 ,680135528,20170430
112632,600572,买入,7.35,100,735,6335988.00 ,680135528,20170430
112632,2642,买入,10.07,200,2014,104000008309663.00 ,680135528,20170430
112632,2603,买入,15.98,400,6392,103000008468011.00 ,680135528,20170430
112632,600694,买入,36.91,900,33219,6336004.00 ,680135528,20170430
112632,2318,买入,6.88,900,6192,101000008301017.00 ,680135528,20170430
112632,2027,买入,11.51,900,10359,102000008637984.00 ,680135528,20170430
112632,2268,买入,28.08,200,5616,101000008301045.00 ,680135528,20170430
112632,2268,买入,28.09,600,16854,101000008301047.00 ,680135528,20170430
112632,600062,买入,25.14,200,5028,6336093.00 ,680135528,20170430
112632,300691,买入,59,600,35400,104000008309738.00 ,680135528,20170430
112632,2701,买入,5.99,400,2396,102000008638019.00 ,680135528,20170430
112632,2923,买入,40.49,200,8098,104000008309781.00 ,680135528,20170430
112632,300696,买入,64.55,100,6455,101000008301100.00 ,680135528,20170430
112632,300696,买入,64.55,100,6455,101000008301131.00 ,680135528,20170430
112632,603833,买入,143,100,14300,6336119.00 ,680135528,20170430
112632,300688,买入,54.06,200,10812,102000008638087.00 ,680135528,20170430
112632,300275,买入,10.88,100,1088,103000008468135.00 ,680135528,20170430
112632,2927,买入,47.98,400,19192,103000008468168.00 ,680135528,20170430
112632,600872,买入,26.29,800,21032,6336147.00 ,680135528,20170430
112633,2907,买入,33.9,600,20340,103000008468232.00 ,680135528,20170430
112633,300532,买入,16.04,200,3208,101000008301250.00 ,680135528,20170430
112633,300532,买入,16.04,100,1604,101000008301252.00 ,680135528,20170430
112633,528,买入,9.66,400,3864,102000008638193.00 ,680135528,20170430
112633,716,买入,4.45,400,1780,104000008309942.00 ,680135528,20170430
