[1]SecuCode|[2]TradingDay|[3]PrevClosePrice|[4]OpenPrice|[5]HighPrice|[6]LowPrice|[7]ClosePrice|[8]TurnoverVolume|[9]TurnoverValue|[10]SecuMarket|[11]SecuCategory|[12]ListedDate|[13]TradeState|[14]SpecialTradeType|[15]Split|[16]Dividend|[17]ActualPlaRatio|[18]PlaPrice|[19]BaseShares|[20]ActualPlaVol|[21]TotalShares|[22]TotalFloatShares|[23]SecuName|[24]ChiName
300020.SZE|20180102|11.7|11.76|11.84|11.66|11.81|6431831|75600805.9|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|655789086|618564101|银江股份|银江股份有限公司
300021.SZE|20180102|6.55|6.61|6.63|6.52|6.6|4575183|30089577.6|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|797360687|653504036|大禹节水|大禹节水集团股份有限公司
300022.SZE|20180102|6.19|6.23|6.28|6.12|6.25|12716152|78854141.7|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|380240380|321128925|吉峰农机|吉峰农机连锁股份有限公司
300023.SZE|20180102|10.77|10.74|10.92|10.66|10.92|1312671|14232399.3|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|316106775|131158845|宝德股份|西安宝德自动化股份有限公司
300024.SZE|20180102|18.82|18.86|19.11|18.83|19.06|9866463|187387670.9|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|1560239617|1513564804|机器人|沈阳新松机器人自动化股份有限公司
300025.SZE|20180102|6.12|6.1|6.18|6.06|6.13|6258600|38233266.8|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|428530562|339354438|华星创业|杭州华星创业通信技术股份有限公司
300026.SZE|20180102|4.26|4.26|4.35|4.26|4.33|13510062|58402064.8|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|3011054793|2329983730|红日药业|天津红日药业股份有限公司
300027.SZE|20180102|8.73|8.88|9.04|8.77|8.9|41620888|371274165.9|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|2774505919|1920381277|华谊兄弟|华谊兄弟传媒股份有限公司
300028.SZE|20180102|5.05|5.09|5.21|5.06|5.19|5663113|29145363.1|SZE|A|20091030|trade|0|1.0|0.0|0.0|0.0|0|0|343980000|343975027|金亚科技|金亚科技股份有限公司
300029.SZE|20180102|7.65|7.64|7.68|7.56|7.67|1102200|8413544.0|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|200000000|193456708|天龙光电|江苏华盛天龙光电设备股份有限公司
300030.SZE|20180102|8.53|8.53|8.6|8.46|8.59|2145070|18305828.3|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|308795815|252280753|阳普医疗|广州阳普医疗科技股份有限公司
300031.SZE|20180102|14.85|14.91|15.17|14.9|15.09|2598746|39114147.5|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|396767886|256702926|宝通科技|无锡宝通科技股份有限公司
300032.SZE|20180102|13.89|0.0|0.0|0.0|13.89|0|0.0|SZE|A|20091225|suspend|0|1.0|0.0|0.0|0.0|0|0|803169608|789357454|金龙机电|金龙机电股份有限公司
300033.SZE|20180102|49.98|49.98|50.19|49.03|49.31|4471440|220659352.2|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|537600000|263620146|同花顺|浙江核新同花顺网络信息股份有限公司
300034.SZE|20180102|12.33|12.25|12.43|12.25|12.38|2461663|30380919.4|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|421908728|420896477|钢研高纳|北京钢研高纳科技股份有限公司
300035.SZE|20180102|7.49|7.49|7.56|7.42|7.55|7614110|57143207.6|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|518006058|371332018|中科电气|湖南中科电气股份有限公司
300036.SZE|20180102|15.44|15.44|15.63|15.35|15.45|3795467|58810772.6|SZE|A|20091225|trade|0|1.0|0.0|0.0|0.0|0|0|449578967|330106086|超图软件|北京超图软件股份有限公司
300037.SZE|20180102|20.86|21.0|21.16|20.61|20.85|3738096|77845381.1|SZE|A|20100108|trade|0|1.0|0.0|0.0|0.0|0|0|378435368|225640652|新宙邦|深圳新宙邦科技股份有限公司
300038.SZE|20180102|48.6|0.0|0.0|0.0|48.6|0|0.0|SZE|A|20100108|suspend|0|1.0|0.0|0.0|0.0|0|0|418509687|145696696|梅泰诺|北京梅泰诺通信技术股份有限公司
300039.SZE|20180102|6.36|6.45|6.45|6.31|6.35|6491769|41287175.6|SZE|A|20100108|trade|0|1.0|0.0|0.0|0.0|0|0|1071493800|801467094|上海凯宝|上海凯宝药业股份有限公司
300040.SZE|20180102|9.67|9.67|9.8|9.28|9.68|7942852|75337602.1|SZE|A|20100108|trade|0|1.0|0.0|0.0|0.0|0|0|346187204|232175620|九洲电气|哈尔滨九洲电气股份有限公司
300041.SZE|20180102|10.02|9.99|10.19|9.99|10.14|3415183|34458679.6|SZE|A|20100108|trade|0|1.0|0.0|0.0|0.0|0|0|425712412|256809878|回天新材|湖北回天新材料股份有限公司
300042.SZE|20180102|31.93|31.35|32.17|31.33|31.98|198009|6302997.1|SZE|A|20100108|trade|0|1.0|0.0|0.0|0.0|0|0|133600000|111870320|朗科科技|深圳市朗科科技股份有限公司
300043.SZE|20180102|6.12|6.07|6.09|6.02|6.08|7360233|44546393.8|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|1244198401|823869704|星辉娱乐|星辉互动娱乐股份有限公司
300044.SZE|20180102|15.01|15.06|15.32|15.01|15.25|4654405|70659838.9|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|432513761|241805134|赛为智能|深圳市赛为智能股份有限公司
300045.SZE|20180102|11.25|11.26|11.34|11.16|11.28|1918900|21615556.0|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|576191387|359862785|华力创通|北京华力创通科技股份有限公司
300046.SZE|20180102|22.21|22.17|22.79|21.66|22.77|7387663|164281915.0|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|142080000|142080000|台基股份|湖北台基半导体股份有限公司
300047.SZE|20180102|11.05|11.09|11.21|11.04|11.11|2648544|29461708.0|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|399737270|272474008|天源迪科|深圳天源迪科信息技术股份有限公司
300048.SZE|20180102|3.82|3.82|3.87|3.81|3.87|6963410|26748124.3|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|1102201357|972220138|合康新能|北京合康新能科技股份有限公司
300049.SZE|20180102|13.35|0.0|0.0|0.0|13.35|0|0.0|SZE|A|20100120|suspend|0|1.0|0.0|0.0|0.0|0|0|263053100|227858722|福瑞股份|内蒙古福瑞医疗科技股份有限公司
300050.SZE|20180102|7.87|7.88|7.9|7.75|7.88|4666302|36529839.7|SZE|A|20100120|trade|0|1.0|0.0|0.0|0.0|0|0|560861718|326979223|世纪鼎利|珠海世纪鼎利科技股份有限公司
300051.SZE|20180102|9.55|9.55|9.6|9.42|9.6|2574501|24496781.4|SZE|A|20100211|trade|0|1.0|0.0|0.0|0.0|0|0|367859590|245340721|三五互联|厦门三五互联科技股份有限公司
300052.SZE|20180102|14.25|14.31|14.37|14.15|14.29|4230515|60273260.2|SZE|A|20100211|trade|0|1.0|0.0|0.0|0.0|0|0|261038600|260204657|中青宝|深圳中青宝互动网络股份有限公司
300053.SZE|20180102|14.26|14.44|14.56|14.24|14.47|9281283|133737307.8|SZE|A|20100211|trade|0|1.0|0.0|0.0|0.0|0|0|623180110|464151669|欧比特|珠海欧比特宇航科技股份有限公司
300054.SZE|20180102|11.41|11.41|11.73|11.32|11.68|13131357|152043146.5|SZE|A|20100211|trade|0|1.0|0.0|0.0|0.0|0|0|961016002|664985606|鼎龙股份|湖北鼎龙控股股份有限公司
300055.SZE|20180102|21.03|21.01|21.89|21.01|21.87|20364344|438207654.6|SZE|A|20100226|trade|0|1.0|0.0|0.0|0.0|0|0|865184815|865184815|万邦达|北京万邦达环保技术股份有限公司
300056.SZE|20180102|7.43|7.31|7.44|7.25|7.36|3705645|27237226.0|SZE|A|20100226|trade|0|1.0|0.0|0.0|0.0|0|0|385490443|270418401|三维丝|厦门三维丝环保股份有限公司
300057.SZE|20180102|10.18|10.12|10.25|10.12|10.19|813000|8283483.0|SZE|A|20100226|trade|0|1.0|0.0|0.0|0.0|0|0|439664781|294108062|万顺股份|汕头万顺包装材料股份有限公司
300058.SZE|20180102|5.52|5.5|5.62|5.5|5.61|8958612|49972675.8|SZE|A|20100226|trade|0|1.0|0.0|0.0|0.0|0|0|2213018668|1569761895|蓝色光标|北京蓝色光标品牌管理顾问股份有限公司
300059.SZE|20180102|12.95|13.01|13.13|12.86|13.0|50837814|660022824.3|SZE|A|20100319|trade|0|1.0|0.0|0.0|0.0|0|0|4288779718|3188196076|东方财富|东方财富信息股份有限公司
300061.SZE|20180102|15.88|15.9|16.33|15.88|16.15|1123200|18121681.0|SZE|A|20100319|trade|0|1.0|0.0|0.0|0.0|0|0|526185905|198878733|康旗股份|上海康耐特旗计智能科技集团股份有限公司
300062.SZE|20180102|6.93|6.92|6.97|6.84|6.94|2281300|15784081.9|SZE|A|20100319|trade|0|1.0|0.0|0.0|0.0|0|0|308000000|189343550|中能电气|中能电气股份有限公司
300063.SZE|20180102|5.5|5.51|5.63|5.45|5.57|6575985|36483845.5|SZE|A|20100326|trade|0|1.0|0.0|0.0|0.0|0|0|726426950|410197618|天龙集团|广东天龙油墨集团股份有限公司
300064.SZE|20180102|14.0|14.0|14.22|13.98|14.15|8452060|119665158.6|SZE|A|20100326|trade|0|1.0|0.0|0.0|0.0|0|0|1205476595|605750016|豫金刚石|郑州华晶金刚石股份有限公司
300065.SZE|20180102|18.22|18.22|18.26|17.77|17.85|5490286|98078759.2|SZE|A|20100326|trade|0|1.0|0.0|0.0|0.0|0|0|362340972|274045449|海兰信|北京海兰信数据科技股份有限公司
300066.SZE|20180102|4.55|4.55|4.62|4.54|4.6|2754931|12629499.7|SZE|A|20100326|trade|0|1.0|0.0|0.0|0.0|0|0|1040033262|949039677|三川智慧|三川智慧科技股份有限公司
300067.SZE|20180102|5.97|6.01|6.09|5.83|6.03|17750958|106178432.3|SZE|A|20100421|trade|0|1.0|0.0|0.0|0.0|0|0|726916368|432107257|安诺其|上海安诺其集团股份有限公司
300068.SZE|20180102|16.08|16.09|16.39|15.98|16.1|4061404|65633143.0|SZE|A|20100421|trade|0|1.0|0.0|0.0|0.0|0|0|873505269|592758431|南都电源|浙江南都电源动力股份有限公司
300069.SZE|20180102|33.74|33.89|34.08|33.0|34.08|2501455|83460369.4|SZE|A|20100421|trade|0|1.0|0.0|0.0|0.0|0|0|117000000|91699309|金利华电|浙江金利华电气股份有限公司
300070.SZE|20180102|17.37|17.43|17.58|17.26|17.41|15188716|264303171.7|SZE|A|20100421|trade|0|1.0|0.0|0.0|0.0|0|0|3133686772|1921014369|碧水源|北京碧水源科技股份有限公司
300071.SZE|20180102|7.8|0.0|0.0|0.0|7.8|0|0.0|SZE|A|20100421|suspend|0|1.0|0.0|0.0|0.0|0|0|678491488|441900197|华谊嘉信|北京华谊嘉信整合营销顾问集团股份有限公司
300072.SZE|20180102|35.13|35.15|35.95|34.88|35.94|11589722|412073662.7|SZE|A|20100427|trade|0|1.0|0.0|0.0|0.0|0|0|1808079963|1375758030|三聚环保|北京三聚环保新材料股份有限公司
300073.SZE|20180102|26.29|26.36|26.39|25.81|26.34|6253603|163391000.8|SZE|A|20100427|trade|0|1.0|0.0|0.0|0.0|0|0|366068040|333408762|当升科技|北京当升材料科技股份有限公司
300074.SZE|20180102|8.32|8.32|8.44|8.25|8.33|3667876|30641228.7|SZE|A|20100427|trade|0|1.0|0.0|0.0|0.0|0|0|542771100|395714517|华平股份|华平信息技术股份有限公司
300075.SZE|20180102|16.18|16.21|16.32|16.12|16.29|3178923|51564764.8|SZE|A|20100427|trade|0|1.0|0.0|0.0|0.0|0|0|424589855|272174473|数字政通|北京数字政通科技股份有限公司
300076.SZE|20180102|6.17|6.17|6.23|6.14|6.17|3453800|21356946.0|SZE|A|20100430|trade|0|1.0|0.0|0.0|0.0|0|0|424000000|368234486|GQY视讯|宁波GQY视讯股份有限公司
300077.SZE|20180102|10.0|9.98|10.19|9.87|10.12|31172079|313456586.2|SZE|A|20100430|trade|0|1.0|0.0|0.0|0.0|0|0|563393000|541898100|国民技术|国民技术股份有限公司
300078.SZE|20180102|10.79|10.87|10.88|10.7|10.85|7180885|77538464.6|SZE|A|20100430|trade|0|1.0|0.0|0.0|0.0|0|0|807885334|493956045|思创医惠|思创医惠科技股份有限公司
300079.SZE|20180102|4.21|4.22|4.27|4.19|4.27|13448927|57027421.5|SZE|A|20100430|trade|0|1.0|0.0|0.0|0.0|0|0|1377793862|1208306507|数码科技|北京数码视讯科技股份有限公司
300080.SZE|20180102|6.53|6.49|6.55|6.48|6.54|4392466|28624458.1|SZE|A|20100625|trade|0|1.0|0.0|0.0|0.0|0|0|502804021|502017465|易成新能|河南易成新能源股份有限公司
300081.SZE|20180102|10.17|10.17|10.25|10.06|10.11|3236760|32785666.7|SZE|A|20100520|trade|0|1.0|0.0|0.0|0.0|0|0|530727876|245271358|恒信东方|恒信东方文化股份有限公司
300082.SZE|20180102|6.81|6.8|6.87|6.76|6.84|1948516|13310157.4|SZE|A|20100520|trade|0|1.0|0.0|0.0|0.0|0|0|680670000|673920000|奥克股份|辽宁奥克化学股份有限公司
300083.SZE|20180102|7.59|7.61|7.84|7.55|7.69|10714097|82181813.6|SZE|A|20100520|trade|0|1.0|0.0|0.0|0.0|0|0|1431865568|1188927735|劲胜智能|广东劲胜智能集团股份有限公司
300084.SZE|20180102|7.09|7.1|7.23|7.06|7.19|5695541|40846205.9|SZE|A|20100520|trade|0|1.0|0.0|0.0|0.0|0|0|384765738|306924655|海默科技|海默科技(集团)股份有限公司
300085.SZE|20180102|13.6|13.65|13.7|13.36|13.49|4615881|62140646.2|SZE|A|20100526|trade|0|1.0|0.0|0.0|0.0|0|0|706640535|392434766|银之杰|深圳市银之杰科技股份有限公司
300086.SZE|20180102|10.8|0.0|0.0|0.0|10.8|0|0.0|SZE|A|20100526|suspend|0|1.0|0.0|0.0|0.0|0|0|450000000|437209498|康芝药业|康芝药业股份有限公司
300087.SZE|20180102|10.9|10.98|11.27|10.74|10.98|1229460|13466659.7|SZE|A|20100526|trade|0|1.0|0.0|0.0|0.0|0|0|422381151|345577315|荃银高科|安徽荃银高科种业股份有限公司
300088.SZE|20180102|7.83|7.84|7.98|7.58|7.93|64433646|502355261.0|SZE|A|20100526|trade|0|1.0|0.0|0.0|0.0|0|0|2298879814|2256773966|长信科技|芜湖长信科技股份有限公司
300089.SZE|20180102|10.4|10.42|10.7|10.24|10.31|5906401|61728891.9|SZE|A|20100625|trade|0|1.0|0.0|0.0|0.0|0|0|434800140|267577353|文化长城|广东文化长城集团股份有限公司
300090.SZE|20180102|9.24|0.0|0.0|0.0|9.24|0|0.0|SZE|A|20100625|suspend|0|1.0|0.0|0.0|0.0|0|0|1319952922|877170648|盛运环保|安徽盛运环保(集团)股份有限公司
300091.SZE|20180102|17.09|0.0|0.0|0.0|17.09|0|0.0|SZE|A|20100625|suspend|0|1.0|0.0|0.0|0.0|0|0|555598900|360210439|金通灵|江苏金通灵流体机械科技股份有限公司
300092.SZE|20180102|8.32|8.32|8.48|8.26|8.39|950937|7946028.8|SZE|A|20100708|trade|0|1.0|0.0|0.0|0.0|0|0|237514202|167007895|科新机电|四川科新机电股份有限公司
300093.SZE|20180102|11.3|11.32|11.56|11.2|11.35|1974063|22424664.9|SZE|A|20100708|trade|0|1.0|0.0|0.0|0.0|0|0|216000000|215234625|金刚玻璃|广东金刚玻璃科技股份有限公司
300094.SZE|20180102|6.95|6.95|6.99|6.9|6.92|1792587|12405303.8|SZE|A|20100708|trade|0|1.0|0.0|0.0|0.0|0|0|783845620|745670952|国联水产|湛江国联水产开发股份有限公司
300095.SZE|20180102|8.04|8.1|8.1|7.98|8.03|1675423|13422543.2|SZE|A|20100728|trade|0|1.0|0.0|0.0|0.0|0|0|378710854|228021000|华伍股份|江西华伍制动器股份有限公司
300096.SZE|20180102|11.1|11.07|11.08|10.9|10.96|4544137|49850399.6|SZE|A|20100728|trade|0|1.0|0.0|0.0|0.0|0|0|430000000|385741941|易联众|易联众信息技术股份有限公司
300097.SZE|20180102|28.4|28.45|28.98|28.15|28.86|2851480|81572612.1|SZE|A|20100728|trade|0|1.0|0.0|0.0|0.0|0|0|288549669|154448242|智云股份|大连智云自动化装备股份有限公司
300098.SZE|20180102|13.3|13.44|13.73|13.27|13.66|13607164|183949873.2|SZE|A|20100728|trade|0|1.0|0.0|0.0|0.0|0|0|1149834086|591983088|高新兴|高新兴科技集团股份有限公司
300099.SZE|20180102|6.01|6.03|6.08|6.02|6.08|2869994|17366656.1|SZE|A|20100806|trade|0|1.0|0.0|0.0|0.0|0|0|669279255|370254631|精准信息|尤洛卡精准信息工程股份有限公司
300100.SZE|20180102|15.66|15.69|15.85|14.11|15.4|4806431|73666041.2|SZE|A|20100806|trade|0|1.0|0.0|0.0|0.0|0|0|400769246|386461022|双林股份|宁波双林汽车部件股份有限公司
300101.SZE|20180102|13.42|13.38|13.38|13.12|13.3|7218529|95585932.5|SZE|A|20100806|trade|0|1.0|0.0|0.0|0.0|0|0|556000000|549460805|振芯科技|成都振芯科技股份有限公司
300102.SZE|20180102|10.06|10.0|10.11|9.78|10.11|27540121|274228070.3|SZE|A|20100812|trade|0|1.0|0.0|0.0|0.0|0|0|716403311|682486938|乾照光电|厦门乾照光电股份有限公司
300103.SZE|20180102|17.7|17.72|17.88|17.62|17.84|488810|8696611.9|SZE|A|20100812|trade|0|1.0|0.0|0.0|0.0|0|0|211734000|167546954|达刚路机|西安达刚路面机械股份有限公司
300104.SZE|20180102|30.68|0.0|0.0|0.0|30.68|0|0.0|SZE|A|20100812|suspend|0|1.0|0.0|0.0|0.0|0|0|3989440192|2544877350|乐视网|乐视网信息技术(北京)股份有限公司
300105.SZE|20180102|5.5|5.52|5.55|5.45|5.54|3173761|17477927.0|SZE|A|20100820|trade|0|1.0|0.0|0.0|0.0|0|0|513216000|513216000|龙源技术|烟台龙源电力技术股份有限公司
300106.SZE|20180102|7.84|7.82|7.95|7.77|7.88|2118467|16645247.6|SZE|A|20100820|trade|0|1.0|0.0|0.0|0.0|0|0|211332310|210298796|西部牧业|新疆西部牧业股份有限公司
300107.SZE|20180102|5.26|5.23|5.38|5.23|5.33|6022687|31974780.0|SZE|A|20100820|trade|0|1.0|0.0|0.0|0.0|0|0|546728522|327374389|建新股份|河北建新化工股份有限公司
300108.SZE|20180102|9.93|9.89|9.92|9.66|9.74|2347540|22921911.3|SZE|A|20100825|trade|0|1.0|0.0|0.0|0.0|0|0|666014674|422641587|吉药控股|吉药控股股份有限公司
300109.SZE|20180102|46.56|0.0|0.0|0.0|46.56|0|0.0|SZE|A|20100825|suspend|0|1.0|0.0|0.0|0.0|0|0|169732261|84556717|新开源|博爱新开源制药股份有限公司
300110.SZE|20180102|13.83|13.79|14.66|13.79|14.42|6630816|93707436.1|SZE|A|20100825|trade|0|1.0|0.0|0.0|0.0|0|0|986105137|983684250|华仁药业|华仁药业股份有限公司
300111.SZE|20180102|3.59|3.59|3.63|3.58|3.62|3447584|12439849.1|SZE|A|20100827|trade|0|1.0|0.0|0.0|0.0|0|0|1119800000|1116798500|向日葵|浙江向日葵光能科技股份有限公司
300112.SZE|20180102|10.04|10.12|10.21|9.99|10.21|858837|8681746.9|SZE|A|20100827|trade|0|1.0|0.0|0.0|0.0|0|0|266159197|159992087|万讯自控|深圳万讯自控股份有限公司
300113.SZE|20180102|18.29|18.34|18.55|18.11|18.47|8250969|151034641.4|SZE|A|20100827|trade|0|1.0|0.0|0.0|0.0|0|0|693805071|462527720|顺网科技|杭州顺网科技股份有限公司
300114.SZE|20180102|10.25|10.25|10.33|10.21|10.3|1407283|14475077.2|SZE|A|20100827|trade|0|1.0|0.0|0.0|0.0|0|0|590760499|590760499|中航电测|中航电测仪器股份有限公司
300115.SZE|20180102|20.07|20.09|20.22|19.68|20.1|16164779|322599265.4|SZE|A|20100902|trade|0|1.0|0.0|0.0|0.0|0|0|908808342|901155912|长盈精密|深圳市长盈精密技术股份有限公司
300116.SZE|20180102|7.62|0.0|0.0|0.0|7.62|0|0.0|SZE|A|20100902|suspend|0|1.0|0.0|0.0|0.0|0|0|2432524564|1238205948|坚瑞沃能|陕西坚瑞沃能股份有限公司
300117.SZE|20180102|6.58|6.55|6.66|6.52|6.56|5956400|39207545.7|SZE|A|20100902|trade|0|1.0|0.0|0.0|0.0|0|0|716760000|714285000|嘉寓股份|北京嘉寓门窗幕墙股份有限公司
300118.SZE|20180102|12.13|12.2|12.4|12.11|12.38|3972897|48770403.1|SZE|A|20100902|trade|0|1.0|0.0|0.0|0.0|0|0|904616941|496545564|东方日升|东方日升新能源股份有限公司
300119.SZE|20180102|11.93|11.93|12.0|11.83|11.92|653400|7775722.0|SZE|A|20100917|trade|0|1.0|0.0|0.0|0.0|0|0|404493463|204743577|瑞普生物|天津瑞普生物技术股份有限公司
300120.SZE|20180102|12.28|12.23|12.47|12.23|12.46|888931|11026117.8|SZE|A|20100917|trade|0|1.0|0.0|0.0|0.0|0|0|294531785|151109333|经纬电材|天津经纬电材股份有限公司
300121.SZE|20180102|13.41|13.4|13.73|13.33|13.73|1752185|23747402.2|SZE|A|20100917|trade|0|1.0|0.0|0.0|0.0|0|0|289220000|272703402|阳谷华泰|山东阳谷华泰化工股份有限公司
300122.SZE|20180102|28.07|28.19|28.84|28.17|28.69|4461901|127747258.8|SZE|A|20100928|trade|0|1.0|0.0|0.0|0.0|0|0|1600000000|869169025|智飞生物|重庆智飞生物制品股份有限公司
300123.SZE|20180102|12.06|12.05|12.08|11.86|12.07|1281674|15354970.0|SZE|A|20100928|trade|0|1.0|0.0|0.0|0.0|0|0|559794902|276580718|太阳鸟|太阳鸟游艇股份有限公司
300124.SZE|20180102|29.02|28.99|29.87|28.95|29.56|9840927|290283623.1|SZE|A|20100928|trade|0|1.0|0.0|0.0|0.0|0|0|1665111931|1284185562|汇川技术|深圳市汇川技术股份有限公司
300125.SZE|20180102|26.75|26.74|26.9|26.45|26.9|304019|8116571.7|SZE|A|20101013|trade|0|1.0|0.0|0.0|0.0|0|0|118000000|90297460|易世达|大连易世达新能源发展股份有限公司
300126.SZE|20180102|6.87|6.87|6.9|6.81|6.89|1789121|12267796.1|SZE|A|20101013|trade|0|1.0|0.0|0.0|0.0|0|0|305408800|210375129|锐奇股份|锐奇控股股份有限公司
300127.SZE|20180102|17.31|17.31|17.43|17.19|17.41|2775650|48068733.5|SZE|A|20101013|trade|0|1.0|0.0|0.0|0.0|0|0|323146360|227114890|银河磁体|成都银河磁体股份有限公司
300128.SZE|20180102|10.28|10.3|10.55|10.24|10.49|16479943|172077975.6|SZE|A|20101013|trade|0|1.0|0.0|0.0|0.0|0|0|841627240|533937490|锦富技术|苏州锦富技术股份有限公司
300129.SZE|20180102|8.05|8.01|8.08|7.85|7.89|7724550|61077635.3|SZE|A|20101019|trade|0|1.0|0.0|0.0|0.0|0|0|727087180|490762586|泰胜风能|上海泰胜风能装备股份有限公司
300130.SZE|20180102|23.86|23.5|24.7|23.25|24.6|3478484|82600062.9|SZE|A|20101019|trade|0|1.0|0.0|0.0|0.0|0|0|265158280|157154734|新国都|深圳市新国都技术股份有限公司
300131.SZE|20180102|6.86|6.82|6.83|6.62|6.66|11051300|73725496.0|SZE|A|20101019|trade|0|1.0|0.0|0.0|0.0|0|0|1069526426|627814728|英唐智控|深圳市英唐智能控制股份有限公司
300132.SZE|20180102|7.87|7.92|7.98|7.85|7.95|956900|7585648.0|SZE|A|20101026|trade|0|1.0|0.0|0.0|0.0|0|0|385920000|289837079|青松股份|福建青松股份有限公司
300133.SZE|20180102|10.84|10.85|11.25|10.81|11.19|12525007|138686974.2|SZE|A|20101026|trade|0|1.0|0.0|0.0|0.0|0|0|1769704221|1187687618|华策影视|浙江华策影视股份有限公司
300134.SZE|20180102|16.45|0.0|0.0|0.0|16.45|0|0.0|SZE|A|20101026|suspend|0|1.0|0.0|0.0|0.0|0|0|767498006|712414906|大富科技|深圳市大富科技股份有限公司
300135.SZE|20180102|3.71|3.71|3.75|3.71|3.75|4505607|16828820.1|SZE|A|20101026|trade|0|1.0|0.0|0.0|0.0|0|0|921600000|921600000|宝利国际|江苏宝利国际投资股份有限公司
300136.SZE|20180102|50.7|50.92|51.13|48.7|49.51|11174025|552907220.0|SZE|A|20101105|trade|0|1.0|0.0|0.0|0.0|0|0|982834638|744929403|信维通信|深圳市信维通信股份有限公司
300137.SZE|20180102|20.93|20.98|21.29|20.79|21.13|11584600|243801632.9|SZE|A|20101105|trade|0|1.0|0.0|0.0|0.0|0|0|344395344|296215073|先河环保|河北先河环保科技股份有限公司
300138.SZE|20180102|12.68|12.69|12.88|12.62|12.87|583957|7475041.6|SZE|A|20101105|trade|0|1.0|0.0|0.0|0.0|0|0|366954422|265539451|晨光生物|晨光生物科技集团股份有限公司
300139.SZE|20180102|7.9|7.89|7.94|7.85|7.9|1984719|15664239.3|SZE|A|20101112|trade|0|1.0|0.0|0.0|0.0|0|0|274000000|212043861|晓程科技|北京晓程科技股份有限公司
300140.SZE|20180102|17.31|0.0|0.0|0.0|17.31|0|0.0|SZE|A|20101112|suspend|0|1.0|0.0|0.0|0.0|0|0|345154706|241404470|中环装备|中节能环保装备股份有限公司
300141.SZE|20180102|11.76|11.79|11.95|11.78|11.9|2360418|28051959.2|SZE|A|20101112|trade|0|1.0|0.0|0.0|0.0|0|0|255179600|162589920|和顺电气|苏州工业园区和顺电气股份有限公司
300142.SZE|20180102|18.25|18.0|18.88|17.98|18.79|11827733|219251624.1|SZE|A|20101112|trade|0|1.0|0.0|0.0|0.0|0|0|1537436984|1350002748|沃森生物|云南沃森生物技术股份有限公司
300143.SZE|20180102|25.6|0.0|0.0|0.0|25.6|0|0.0|SZE|A|20101209|suspend|0|1.0|0.0|0.0|0.0|0|0|288387118|137747710|星普医科|广东星普医学科技股份有限公司
300144.SZE|20180102|18.66|18.7|18.77|18.36|18.56|5601812|103836916.1|SZE|A|20101209|trade|0|1.0|0.0|0.0|0.0|0|0|1452607800|1152454577|宋城演艺|宋城演艺发展股份有限公司
300145.SZE|20180102|11.95|12.04|12.12|11.89|11.98|11860137|142254535.5|SZE|A|20101209|trade|0|1.0|0.0|0.0|0.0|0|0|1202148734|739797076|中金环境|南方中金环境股份有限公司
300146.SZE|20180102|15.02|15.18|15.18|14.58|14.75|32407265|478615537.4|SZE|A|20101215|trade|0|1.0|0.0|0.0|0.0|0|0|1470121880|872145000|汤臣倍健|汤臣倍健股份有限公司
300147.SZE|20180102|8.97|8.99|9.02|8.84|8.94|5828960|51842922.4|SZE|A|20101215|trade|0|1.0|0.0|0.0|0.0|0|0|661476335|660399274|香雪制药|广州市香雪制药股份有限公司
300148.SZE|20180102|8.22|8.21|8.36|8.16|8.24|10767603|88782201.4|SZE|A|20101215|trade|0|1.0|0.0|0.0|0.0|0|0|844934446|762209260|天舟文化|天舟文化股份有限公司
300149.SZE|20180102|15.35|0.0|0.0|0.0|15.35|0|0.0|SZE|A|20101222|suspend|0|1.0|0.0|0.0|0.0|0|0|422100000|405145879|量子高科|量子高科(中国)生物股份有限公司
300150.SZE|20180102|5.41|5.43|5.46|5.36|5.44|1767202|9578596.8|SZE|A|20101222|trade|0|1.0|0.0|0.0|0.0|0|0|585106053|442962872|世纪瑞尔|北京世纪瑞尔技术股份有限公司
