[1]SecuCode|[2]TradingDay|[3]PrevClosePrice|[4]OpenPrice|[5]HighPrice|[6]LowPrice|[7]ClosePrice|[8]TurnoverVolume|[9]TurnoverValue|[10]SecuMarket|[11]SecuCategory|[12]ListedDate|[13]TradeState|[14]SpecialTradeType|[15]Split|[16]Dividend|[17]ActualPlaRatio|[18]PlaPrice|[19]BaseShares|[20]ActualPlaVol|[21]TotalShares|[22]TotalFloatShares|[23]SecuName|[24]ChiName
002385.SZE|20180102|6.06|6.1|6.13|6.05|6.12|25894106|157786963.5|SZE|A|20100409|trade|0|1.0|0.0|0.0|0.0|0|0|4242993865|2268349220|大北农|北京大北农科技集团股份有限公司
002386.SZE|20180102|8.38|8.47|9.08|8.4|9.03|43864188|385845562.3|SZE|A|20100409|trade|0|1.0|0.0|0.0|0.0|0|0|671679806|671602670|天原集团|宜宾天原集团股份有限公司
002387.SZE|20180102|16.73|16.54|16.78|16.54|16.65|2372649|39538319.6|SZE|A|20100413|trade|0|1.0|0.0|0.0|0.0|0|0|469459458|320018029|黑牛食品|黑牛食品股份有限公司
002388.SZE|20180102|7.9|7.9|7.96|7.77|7.94|2630203|20766530.7|SZE|A|20100413|trade|0|1.0|0.0|0.0|0.0|0|0|503766600|399600000|新亚制程|深圳市新亚电子制程股份有限公司
002389.SZE|20180102|21.13|21.23|21.23|20.87|20.96|3891220|81621647.8|SZE|A|20100413|trade|0|1.0|0.0|0.0|0.0|0|0|947169085|537006242|南洋科技|浙江南洋科技股份有限公司
002390.SZE|20180102|8.45|8.38|8.48|8.26|8.38|11319355|94595352.0|SZE|A|20100416|trade|0|1.0|0.0|0.0|0.0|0|0|1704895788|1165134949|信邦制药|贵州信邦制药股份有限公司
002391.SZE|20180102|14.38|14.38|15.18|14.32|15.06|5764957|86281325.3|SZE|A|20100416|trade|0|1.0|0.0|0.0|0.0|0|0|359486180|237714604|长青股份|江苏长青农化股份有限公司
002392.SZE|20180102|5.04|5.03|5.12|5.03|5.11|6583998|33482618.2|SZE|A|20100423|trade|0|1.0|0.0|0.0|0.0|0|0|1190490839|732719380|北京利尔|北京利尔高温材料股份有限公司
002393.SZE|20180102|31.32|31.45|31.58|31.34|31.55|816711|25701558.8|SZE|A|20100423|trade|0|1.0|0.0|0.0|0.0|0|0|182454992|181962419|力生制药|天津力生制药股份有限公司
002394.SZE|20180102|12.11|12.11|12.39|12.11|12.36|3914324|48099605.9|SZE|A|20100423|trade|0|1.0|0.0|0.0|0.0|0|0|323700000|323700000|联发股份|江苏联发纺织股份有限公司
002395.SZE|20180102|12.08|12.1|12.88|12.03|12.83|2802404|35067446.8|SZE|A|20100429|trade|0|1.0|0.0|0.0|0.0|0|0|178806000|178796137|双象股份|无锡双象超纤材料股份有限公司
002396.SZE|20180102|21.59|21.69|21.85|21.4|21.79|7749395|167672028.3|SZE|A|20100623|trade|0|1.0|0.0|0.0|0.0|0|0|583280278|534102730|星网锐捷|福建星网锐捷通讯股份有限公司
002397.SZE|20180102|6.76|6.76|6.8|6.69|6.76|3305393|22327454.6|SZE|A|20100429|trade|0|1.0|0.0|0.0|0.0|0|0|686687701|424714940|梦洁股份|湖南梦洁家纺股份有限公司
002398.SZE|20180102|15.14|0.0|0.0|0.0|15.14|0|0.0|SZE|A|20100506|suspend|0|1.0|0.0|0.0|0.0|0|0|346119096|256026548|建研集团|厦门市建筑科学研究院集团股份有限公司
002399.SZE|20180102|15.28|15.29|15.59|15.16|15.32|3738786|57242527.0|SZE|A|20100506|trade|0|1.0|0.0|0.0|0.0|0|0|1247201704|1247201704|海普瑞|深圳市海普瑞药业集团股份有限公司
002400.SZE|20180102|5.33|5.35|5.46|5.25|5.43|15821348|84576113.5|SZE|A|20100506|trade|0|1.0|0.0|0.0|0.0|0|0|1743337128|1649366396|省广股份|广东省广告集团股份有限公司
002401.SZE|20180102|11.98|12.01|12.16|11.98|12.14|5002996|60486939.8|SZE|A|20100506|trade|0|1.0|0.0|0.0|0.0|0|0|303240000|300888920|中远海科|中远海运科技股份有限公司
002402.SZE|20180102|9.18|9.22|9.33|9.16|9.24|14294302|131671436.7|SZE|A|20100511|trade|0|1.0|0.0|0.0|0.0|0|0|844985080|718511018|和而泰|深圳和而泰智能控制股份有限公司
002403.SZE|20180102|12.37|12.53|12.53|12.31|12.36|1073683|13291577.4|SZE|A|20100511|trade|0|1.0|0.0|0.0|0.0|0|0|350320801|289097250|爱仕达|浙江爱仕达电器股份有限公司
002404.SZE|20180102|6.89|6.9|6.93|6.86|6.91|1429561|9857704.9|SZE|A|20100511|trade|0|1.0|0.0|0.0|0.0|0|0|520650000|400411747|嘉欣丝绸|浙江嘉欣丝绸股份有限公司
002405.SZE|20180102|26.39|26.6|26.65|25.85|26.46|23166355|607430638.6|SZE|A|20100518|trade|0|1.0|0.0|0.0|0.0|0|0|1282615013|1026365177|四维图新|北京四维图新科技股份有限公司
002406.SZE|20180102|7.16|7.16|7.25|7.15|7.24|2244240|16194923.5|SZE|A|20100518|trade|0|1.0|0.0|0.0|0.0|0|0|561000000|390504018|远东传动|许昌远东传动轴股份有限公司
002407.SZE|20180102|20.42|20.51|20.82|20.43|20.77|10229822|211557389.7|SZE|A|20100518|trade|0|1.0|0.0|0.0|0.0|0|0|646430387|537376735|多氟多|多氟多化工股份有限公司
002408.SZE|20180102|12.68|12.65|12.75|12.39|12.7|14395324|180674686.2|SZE|A|20100518|trade|0|1.0|0.0|0.0|0.0|0|0|1775209253|1676075852|齐翔腾达|淄博齐翔腾达化工股份有限公司
002409.SZE|20180102|28.59|28.5|29.35|27.95|29.08|15165170|436664340.0|SZE|A|20100525|trade|0|1.0|0.0|0.0|0.0|0|0|343827605|181131428|雅克科技|江苏雅克科技股份有限公司
002410.SZE|20180102|19.6|19.89|20.1|19.41|20.02|6196052|123122691.5|SZE|A|20100525|trade|0|1.0|0.0|0.0|0.0|0|0|1119361939|866717500|广联达|广联达科技股份有限公司
002411.SZE|20180102|26.67|26.68|26.68|26.36|26.52|1910837|50643156.1|SZE|A|20100525|trade|0|1.0|0.0|0.0|0.0|0|0|1532283909|287123525|必康股份|江苏必康制药股份有限公司
002412.SZE|20180102|16.57|16.5|17.55|16.15|17.55|704447|11758119.9|SZE|A|20100525|trade|0|1.0|0.0|0.0|0.0|0|0|296000000|286775000|汉森制药|湖南汉森制药股份有限公司
002413.SZE|20180102|10.0|9.96|10.04|9.94|10.0|2154237|21507681.6|SZE|A|20100528|trade|0|1.0|0.0|0.0|0.0|0|0|1102643134|768109091|雷科防务|江苏雷科防务科技股份有限公司
002414.SZE|20180102|16.81|16.85|16.99|16.75|16.98|1162176|19624294.1|SZE|A|20100716|trade|0|1.0|0.0|0.0|0.0|0|0|624256031|476129735|高德红外|武汉高德红外股份有限公司
002415.SZE|20180102|39.0|39.29|39.65|38.55|39.13|24266850|949143499.5|SZE|A|20100528|trade|0|1.0|0.0|0.0|0.0|0|0|9228865114|7257647264|海康威视|杭州海康威视数字技术股份有限公司
002416.SZE|20180102|9.47|9.49|9.54|9.41|9.49|3799372|36007234.7|SZE|A|20100528|trade|0|1.0|0.0|0.0|0.0|0|0|1032734839|974986100|爱施德|深圳市爱施德股份有限公司
002417.SZE|20180102|13.03|13.1|13.16|12.98|13.13|870559|11374336.4|SZE|A|20100601|trade|0|1.0|0.0|0.0|0.0|0|0|270000000|224504925|三元达|福建三元达通讯股份有限公司
002418.SZE|20180102|8.93|8.95|9.01|8.77|8.79|5748801|50860172.4|SZE|A|20100601|trade|0|1.0|0.0|0.0|0.0|0|0|1136400000|553608276|康盛股份|浙江康盛股份有限公司
002419.SZE|20180102|15.26|15.28|15.66|15.11|15.48|13038655|202256354.5|SZE|A|20100601|trade|0|1.0|0.0|0.0|0.0|0|0|800200000|799930656|天虹股份|天虹商场股份有限公司
002420.SZE|20180102|5.27|5.26|5.32|5.22|5.28|2143090|11300377.6|SZE|A|20100601|trade|0|1.0|0.0|0.0|0.0|0|0|401000000|391717442|毅昌股份|广州毅昌科技股份有限公司
002421.SZE|20180102|6.05|6.06|6.1|6.03|6.07|8152700|49433965.1|SZE|A|20100603|trade|0|1.0|0.0|0.0|0.0|0|0|1923597501|1719755353|达实智能|深圳达实智能股份有限公司
002422.SZE|20180102|24.9|24.73|24.76|23.85|24.0|10828204|261018637.1|SZE|A|20100603|trade|0|1.0|0.0|0.0|0.0|0|0|1440000000|1028711450|科伦药业|四川科伦药业股份有限公司
002423.SZE|20180102|14.39|0.0|0.0|0.0|14.39|0|0.0|SZE|A|20100603|suspend|0|1.0|0.0|0.0|0.0|0|0|502986577|502986577|中原特钢|中原特钢股份有限公司
002424.SZE|20180102|15.4|15.45|15.46|15.28|15.41|4012721|61679231.2|SZE|A|20100603|trade|0|1.0|0.0|0.0|0.0|0|0|1411200000|728661288|贵州百灵|贵州百灵企业集团制药股份有限公司
002425.SZE|20180102|7.21|0.0|0.0|0.0|7.21|0|0.0|SZE|A|20100608|suspend|0|1.0|0.0|0.0|0.0|0|0|813744432|751599587|凯撒文化|凯撒(中国)文化股份有限公司
002426.SZE|20180102|5.83|5.82|5.9|5.79|5.9|10768760|63204674.4|SZE|A|20100608|trade|0|1.0|0.0|0.0|0.0|0|0|3421275069|2067489984|胜利精密|苏州胜利精密制造科技股份有限公司
002427.SZE|20180102|32.0|32.38|32.83|32.08|32.7|4978568|161898296.8|SZE|A|20100608|trade|0|1.0|0.0|0.0|0.0|0|0|398154658|398149829|尤夫股份|浙江尤夫高新纤维股份有限公司
002428.SZE|20180102|12.07|12.09|12.2|11.91|12.13|18876446|228303760.1|SZE|A|20100608|trade|0|1.0|0.0|0.0|0.0|0|0|653120000|643983518|云南锗业|云南临沧鑫圆锗业股份有限公司
002429.SZE|20180102|3.58|3.6|3.64|3.58|3.61|22216839|80274464.9|SZE|A|20100610|trade|0|1.0|0.0|0.0|0.0|0|0|4526940607|3972912364|兆驰股份|深圳市兆驰股份有限公司
002430.SZE|20180102|13.97|14.23|14.4|14.01|14.23|9457284|134451963.7|SZE|A|20100610|trade|0|1.0|0.0|0.0|0.0|0|0|964603777|831776000|杭氧股份|杭州杭氧股份有限公司
002431.SZE|20180102|8.4|8.4|8.51|8.39|8.48|11043417|93395521.2|SZE|A|20100610|trade|0|1.0|0.0|0.0|0.0|0|0|1486985450|939510489|棕榈股份|棕榈生态城镇发展股份有限公司
002432.SZE|20180102|9.32|9.24|9.29|9.13|9.26|4301128|39636470.7|SZE|A|20100610|trade|0|1.0|0.0|0.0|0.0|0|0|432805921|432805921|九安医疗|天津九安医疗电子股份有限公司
002433.SZE|20180102|8.46|8.44|8.57|8.44|8.53|4025518|34234554.8|SZE|A|20100618|trade|0|1.0|0.0|0.0|0.0|0|0|768955000|691510000|太安堂|广东太安堂药业股份有限公司
002434.SZE|20180102|10.5|10.51|10.6|10.34|10.38|11617035|121368019.5|SZE|A|20100618|trade|0|1.0|0.0|0.0|0.0|0|0|1350000000|1019060759|万里扬|浙江万里扬股份有限公司
002435.SZE|20180102|17.4|17.4|17.4|17.25|17.28|627105|10849690.4|SZE|A|20100618|trade|0|1.0|0.0|0.0|0.0|0|0|490776795|183730011|长江润发|长江润发医药股份有限公司
002436.SZE|20180102|5.89|5.86|5.91|5.77|5.89|15672725|91510735.5|SZE|A|20100618|trade|0|1.0|0.0|0.0|0.0|0|0|1487907504|987406776|兴森科技|深圳市兴森快捷电路科技股份有限公司
002437.SZE|20180102|6.89|6.9|6.93|6.82|6.83|6910752|47503865.2|SZE|A|20100623|trade|0|1.0|0.0|0.0|0.0|0|0|2198122950|2174048646|誉衡药业|哈尔滨誉衡药业股份有限公司
002438.SZE|20180102|7.08|7.09|7.26|7.07|7.23|2105976|15104546.4|SZE|A|20100623|trade|0|1.0|0.0|0.0|0.0|0|0|485878156|276474870|江苏神通|江苏神通阀门股份有限公司
002439.SZE|20180102|23.35|23.4|23.48|22.9|23.12|6135350|141847480.6|SZE|A|20100623|trade|0|1.0|0.0|0.0|0.0|0|0|896692587|575390486|启明星辰|启明星辰信息技术集团股份有限公司
002440.SZE|20180102|19.69|19.7|20.29|19.51|20.2|26045231|519822654.0|SZE|A|20100706|trade|0|1.0|0.0|0.0|0.0|0|0|767000000|613439755|闰土股份|浙江闰土股份有限公司
002441.SZE|20180102|9.95|9.98|10.11|9.85|10.03|2389220|23891582.8|SZE|A|20100706|trade|0|1.0|0.0|0.0|0.0|0|0|544755909|391820528|众业达|众业达电气股份有限公司
002442.SZE|20180102|12.51|0.0|0.0|0.0|12.51|0|0.0|SZE|A|20100706|suspend|0|1.0|0.0|0.0|0.0|0|0|480000000|352268569|龙星化工|龙星化工股份有限公司
002443.SZE|20180102|9.0|9.01|9.25|8.98|9.19|11778170|107677494.5|SZE|A|20100706|trade|0|1.0|0.0|0.0|0.0|0|0|520535520|503244445|金洲管道|浙江金洲管道科技股份有限公司
002444.SZE|20180102|13.83|13.98|14.11|13.8|14.04|6998658|97745233.6|SZE|A|20100713|trade|0|1.0|0.0|0.0|0.0|0|0|1075247700|1011855624|巨星科技|杭州巨星科技股份有限公司
002445.SZE|20180102|12.93|12.9|13.0|12.71|12.88|3848951|49381934.8|SZE|A|20100713|trade|0|1.0|0.0|0.0|0.0|0|0|829780286|712394546|中南文化|中南红文化集团股份有限公司
002446.SZE|20180102|10.27|10.23|10.23|10.05|10.21|3841364|39044939.9|SZE|A|20100713|trade|0|1.0|0.0|0.0|0.0|0|0|762110260|424265687|盛路通信|广东盛路通信科技股份有限公司
002447.SZE|20180102|5.27|5.3|5.52|5.3|5.46|12316485|66869834.0|SZE|A|20100713|trade|0|1.0|0.0|0.0|0.0|0|0|1427193000|964213425|壹桥股份|大连壹桥海参股份有限公司
002448.SZE|20180102|9.0|8.97|9.12|8.97|9.11|2280510|20698862.1|SZE|A|20100716|trade|0|1.0|0.0|0.0|0.0|0|0|606822305|462501746|中原内配|中原内配集团股份有限公司
002449.SZE|20180102|17.32|17.35|18.18|17.25|18.09|14803051|264451601.9|SZE|A|20100716|trade|0|1.0|0.0|0.0|0.0|0|0|475751669|407422448|国星光电|佛山市国星光电股份有限公司
002450.SZE|20180102|22.2|22.21|22.28|22.0|22.19|21223465|469631363.0|SZE|A|20100716|trade|0|1.0|0.0|0.0|0.0|0|0|3537438198|2889054923|康得新|康得新复合材料集团股份有限公司
002451.SZE|20180102|29.67|29.6|30.03|29.43|29.9|1180400|35278154.0|SZE|A|20100720|trade|0|1.0|0.0|0.0|0.0|0|0|439200000|413796563|摩恩电气|上海摩恩电气股份有限公司
002452.SZE|20180102|6.13|6.13|6.18|6.12|6.18|1745800|10745847.0|SZE|A|20100720|trade|0|1.0|0.0|0.0|0.0|0|0|527635000|384194992|长高集团|湖南长高高压开关集团股份公司
002453.SZE|20180102|7.79|0.0|0.0|0.0|7.79|0|0.0|SZE|A|20100720|suspend|0|1.0|0.0|0.0|0.0|0|0|571300000|539478695|天马精化|苏州天马精细化学品股份有限公司
002454.SZE|20180102|11.46|11.47|11.55|11.43|11.48|2730000|31339668.0|SZE|A|20100720|trade|0|1.0|0.0|0.0|0.0|0|0|421994400|319663547|松芝股份|上海加冷松芝汽车空调股份有限公司
002455.SZE|20180102|9.59|9.56|9.75|9.43|9.74|6110600|58849244.4|SZE|A|20100803|trade|0|1.0|0.0|0.0|0.0|0|0|516977142|315885000|百川股份|无锡百川化工股份有限公司
002456.SZE|20180102|20.59|20.52|20.89|20.2|20.78|37410023|769619788.2|SZE|A|20100803|trade|0|1.0|0.0|0.0|0.0|0|0|2715128475|2657591907|欧菲科技|欧菲科技股份有限公司
002457.SZE|20180102|11.73|11.73|11.97|11.66|11.85|11011118|130157338.1|SZE|A|20100803|trade|0|1.0|0.0|0.0|0.0|0|0|334992000|276095796|青龙管业|宁夏青龙管业股份有限公司
002458.SZE|20180102|23.25|0.0|0.0|0.0|23.25|0|0.0|SZE|A|20100810|suspend|0|1.0|0.0|0.0|0.0|0|0|337378701|174785936|益生股份|山东益生种畜禽股份有限公司
002459.SZE|20180102|11.88|11.95|11.96|11.83|11.88|955908|11359819.0|SZE|A|20100810|trade|0|1.0|0.0|0.0|0.0|0|0|388689351|386985330|天业通联|秦皇岛天业通联重工股份有限公司
002460.SZE|20180102|71.75|71.76|71.99|70.18|71.1|21238221|1506695450.2|SZE|A|20100810|trade|0|1.0|0.0|0.0|0.0|0|0|741771379|519599400|赣锋锂业|江西赣锋锂业股份有限公司
002461.SZE|20180102|11.8|11.82|11.95|11.63|11.91|5282491|62628176.1|SZE|A|20100818|trade|0|1.0|0.0|0.0|0.0|0|0|1106664240|680158768|珠江啤酒|广州珠江啤酒股份有限公司
002462.SZE|20180102|26.04|26.05|26.15|25.72|25.94|3633105|94137350.0|SZE|A|20100818|trade|0|1.0|0.0|0.0|0.0|0|0|250526315|249317836|嘉事堂|嘉事堂药业股份有限公司
002463.SZE|20180102|5.33|5.3|5.36|5.29|5.32|19306315|102677226.8|SZE|A|20100818|trade|0|1.0|0.0|0.0|0.0|0|0|1674159763|1673470123|沪电股份|沪士电子股份有限公司
002464.SZE|20180102|28.2|28.6|28.96|26.72|28.47|1969240|56370402.1|SZE|A|20100831|trade|0|1.0|0.0|0.0|0.0|0|0|232943924|232943924|众应互联|众应互联科技股份有限公司
002465.SZE|20180102|9.59|9.98|10.1|9.78|9.85|30211181|298961471.3|SZE|A|20100831|trade|0|1.0|0.0|0.0|0.0|0|0|2307395829|1853911308|海格通信|广州海格通信集团股份有限公司
002466.SZE|20180102|53.21|53.25|53.7|52.7|53.23|11233456|598330432.2|SZE|A|20100831|trade|0|1.0|0.0|0.0|0.0|0|0|1142052851|988685890|天齐锂业|天齐锂业股份有限公司
002467.SZE|20180102|7.65|7.63|7.65|7.52|7.63|10946702|83136876.6|SZE|A|20100908|trade|0|1.0|0.0|0.0|0.0|0|0|783580220|657131259|二六三|二六三网络通信股份有限公司
002468.SZE|20180102|24.69|24.69|25.2|24.47|25.15|3548752|88198285.1|SZE|A|20100908|trade|0|1.0|0.0|0.0|0.0|0|0|1530802166|331776000|申通快递|申通快递股份有限公司
002469.SZE|20180102|6.6|6.62|6.62|6.5|6.52|4281499|27951337.5|SZE|A|20100908|trade|0|1.0|0.0|0.0|0.0|0|0|503262849|463423226|三维工程|山东三维石化工程股份有限公司
002470.SZE|20180102|9.15|0.0|0.0|0.0|9.15|0|0.0|SZE|A|20100908|suspend|0|1.0|0.0|0.0|0.0|0|0|3157838096|2586421671|金正大|金正大生态工程集团股份有限公司
002471.SZE|20180102|4.05|4.06|4.08|4.04|4.07|3575934|14508076.4|SZE|A|20100910|trade|0|1.0|0.0|0.0|0.0|0|0|1268000000|1258478480|中超控股|江苏中超控股股份有限公司
002472.SZE|20180102|9.79|9.83|9.93|9.76|9.9|1717932|16917760.4|SZE|A|20100910|trade|0|1.0|0.0|0.0|0.0|0|0|683674000|544411335|双环传动|浙江双环传动机械股份有限公司
002473.SZE|20180102|10.69|10.51|10.75|10.17|10.47|7108788|73823065.5|SZE|A|20100910|trade|2|1.0|0.0|0.0|0.0|0|0|160000000|160000000|*ST圣莱|宁波圣莱达电器股份有限公司
002474.SZE|20180102|8.42|8.43|8.53|8.4|8.51|3129479|26528389.4|SZE|A|20100915|trade|0|1.0|0.0|0.0|0.0|0|0|622200000|465277406|榕基软件|福建榕基软件股份有限公司
002475.SZE|20180102|23.44|23.44|23.51|22.6|23.05|22820910|522169686.0|SZE|A|20100915|trade|0|1.0|0.0|0.0|0.0|0|0|3172962197|3161917087|立讯精密|立讯精密工业股份有限公司
002476.SZE|20180102|5.62|5.61|5.72|5.55|5.71|3678113|20823791.4|SZE|A|20100915|trade|0|1.0|0.0|0.0|0.0|0|0|612000000|578381580|宝莫股份|山东宝莫生物化工股份有限公司
002477.SZE|20180102|4.44|4.45|4.47|4.43|4.46|38875019|173019716.1|SZE|A|20100915|trade|0|1.0|0.0|0.0|0.0|0|0|3135159630|1866099553|雏鹰农牧|雏鹰农牧集团股份有限公司
002478.SZE|20180102|5.45|5.43|5.51|5.41|5.47|1993400|10888926.0|SZE|A|20100921|trade|0|1.0|0.0|0.0|0.0|0|0|987393559|800200000|常宝股份|江苏常宝钢管股份有限公司
002479.SZE|20180102|9.71|9.71|9.86|9.71|9.79|8316830|81486743.6|SZE|A|20100921|trade|0|1.0|0.0|0.0|0.0|0|0|796350000|729712094|富春环保|浙江富春江环保热电股份有限公司
002480.SZE|20180102|7.2|7.16|7.26|7.16|7.21|3182402|22945108.4|SZE|A|20100921|trade|0|1.0|0.0|0.0|0.0|0|0|653576270|640894850|新筑股份|成都市新筑路桥机械股份有限公司
002481.SZE|20180102|5.12|5.11|5.12|5.07|5.11|8760039|44611781.1|SZE|A|20100921|trade|0|1.0|0.0|0.0|0.0|0|0|1263390000|1127127652|双塔食品|烟台双塔食品股份有限公司
002482.SZE|20180102|8.02|7.98|8.07|7.91|8.04|4532911|36309922.4|SZE|A|20100929|trade|0|1.0|0.0|0.0|0.0|0|0|1537279657|1310180067|广田集团|深圳广田集团股份有限公司
002483.SZE|20180102|5.45|5.46|5.5|5.42|5.5|1337700|7322768.3|SZE|A|20100929|trade|0|1.0|0.0|0.0|0.0|0|0|672447760|574782387|润邦股份|江苏润邦重工股份有限公司
002484.SZE|20180102|9.3|9.32|9.36|9.19|9.24|3013874|27847150.6|SZE|A|20100929|trade|0|1.0|0.0|0.0|0.0|0|0|815155441|760881960|江海股份|南通江海电容器股份有限公司
002485.SZE|20180102|26.27|26.2|26.27|25.9|26.1|413100|10815991.3|SZE|A|20101015|trade|0|1.0|0.0|0.0|0.0|0|0|320000000|319992800|希努尔|希努尔男装股份有限公司
002486.SZE|20180102|5.42|5.44|5.54|5.43|5.5|7002337|38461300.5|SZE|A|20101015|trade|0|1.0|0.0|0.0|0.0|0|0|832000000|806650000|嘉麟杰|上海嘉麟杰纺织品股份有限公司
002487.SZE|20180102|4.82|4.84|4.89|4.84|4.87|1461923|7114067.0|SZE|A|20101015|trade|0|1.0|0.0|0.0|0.0|0|0|540000000|540000000|大金重工|辽宁大金重工股份有限公司
002488.SZE|20180102|11.96|11.96|12.21|11.86|12.08|5517350|66627685.5|SZE|A|20101021|trade|0|1.0|0.0|0.0|0.0|0|0|674135774|384998249|金固股份|浙江金固股份有限公司
002489.SZE|20180102|6.01|6.03|6.06|5.97|6.0|8767190|52731969.9|SZE|A|20101021|trade|0|1.0|0.0|0.0|0.0|0|0|2175736503|1875386744|浙江永强|浙江永强集团股份有限公司
002490.SZE|20180102|4.91|4.9|4.98|4.88|4.92|3040210|14939934.7|SZE|A|20101021|trade|2|1.0|0.0|0.0|0.0|0|0|541722000|312097250|*ST墨龙|山东墨龙石油机械股份有限公司
002491.SZE|20180102|12.6|12.68|12.78|12.51|12.7|6638097|83886785.3|SZE|A|20101021|trade|0|1.0|0.0|0.0|0.0|0|0|1261553144|1157258614|通鼎互联|通鼎互联信息股份有限公司
002492.SZE|20180102|7.47|7.47|7.48|7.36|7.42|3884787|28811254.0|SZE|A|20101102|trade|0|1.0|0.0|0.0|0.0|0|0|405000000|353129822|恒基达鑫|珠海恒基达鑫国际化工仓储股份有限公司
002493.SZE|20180102|14.35|14.61|15.77|14.49|15.55|34584905|529623380.6|SZE|A|20101102|trade|0|1.0|0.0|0.0|0.0|0|0|3816000000|3417222000|荣盛石化|荣盛石化股份有限公司
002494.SZE|20180102|8.88|8.88|8.96|8.86|8.92|2653144|23649450.1|SZE|A|20101102|trade|0|1.0|0.0|0.0|0.0|0|0|385560818|295020163|华斯股份|华斯控股股份有限公司
002495.SZE|20180102|3.98|3.98|4.0|3.96|3.98|1442293|5740542.6|SZE|A|20101102|trade|0|1.0|0.0|0.0|0.0|0|0|935625600|650170003|佳隆股份|广东佳隆食品股份有限公司
002496.SZE|20180102|5.27|5.31|5.65|5.25|5.59|33257134|182014231.3|SZE|A|20101109|trade|0|1.0|0.0|0.0|0.0|0|0|1507478390|1024361380|辉丰股份|江苏辉丰生物农业股份有限公司
002497.SZE|20180102|13.33|13.41|13.57|13.33|13.51|25584776|344322014.0|SZE|A|20101109|trade|0|1.0|0.0|0.0|0.0|0|0|960000000|814806105|雅化集团|四川雅化实业集团股份有限公司
002498.SZE|20180102|3.31|3.31|3.31|3.26|3.28|4305667|14126849.5|SZE|A|20101109|trade|0|1.0|0.0|0.0|0.0|0|0|3326796000|3220725025|汉缆股份|青岛汉缆股份有限公司
002499.SZE|20180102|20.04|20.05|20.65|20.05|20.6|2025109|41445386.9|SZE|A|20101109|trade|0|1.0|0.0|0.0|0.0|0|0|189000000|163245154|科林环保|科林环保装备股份有限公司
002500.SZE|20180102|9.22|9.29|9.58|9.29|9.42|39319542|371337612.6|SZE|A|20101115|trade|0|1.0|0.0|0.0|0.0|0|0|2828725153|2828725153|山西证券|山西证券股份有限公司
002501.SZE|20180102|10.37|10.64|10.88|10.49|10.58|18356681|195991532.3|SZE|A|20101117|trade|0|1.0|0.0|0.0|0.0|0|0|1214835580|675088126|利源精制|吉林利源精制股份有限公司
002502.SZE|20180102|8.71|8.67|8.8|8.67|8.76|3857113|33745493.6|SZE|A|20101117|trade|0|1.0|0.0|0.0|0.0|0|0|859828874|536692141|骅威文化|骅威文化股份有限公司
002503.SZE|20180102|5.54|5.52|5.57|5.41|5.44|12264718|66874546.0|SZE|A|20101117|trade|0|1.0|0.0|0.0|0.0|0|0|3124191896|2023586946|搜于特|搜于特集团股份有限公司
002504.SZE|20180102|6.27|5.96|5.96|5.96|5.96|733800|4373448.0|SZE|A|20101118|trade|2|1.0|0.0|0.0|0.0|0|0|1025800523|414547079|*ST弘高|北京弘高创意建筑设计股份有限公司
002505.SZE|20180102|2.84|2.84|2.85|2.8|2.83|34085236|96262413.3|SZE|A|20101118|trade|0|1.0|0.0|0.0|0.0|0|0|5485372200|5484807900|大康农业|湖南大康国际农业食品股份有限公司
002506.SZE|20180102|4.27|4.28|4.33|4.19|4.25|57353440|243111210.3|SZE|A|20101118|trade|0|1.0|0.0|0.0|0.0|0|0|5046400000|2523520000|协鑫集成|协鑫集成科技股份有限公司
002507.SZE|20180102|16.77|0.0|0.0|0.0|16.77|0|0.0|SZE|A|20101123|suspend|0|1.0|0.0|0.0|0.0|0|0|789357241|770154090|涪陵榨菜|重庆市涪陵榨菜集团股份有限公司
002508.SZE|20180102|48.1|48.28|49.87|48.25|49.7|8045332|397799100.6|SZE|A|20101123|trade|0|1.0|0.0|0.0|0.0|0|0|949032825|930433238|老板电器|杭州老板电器股份有限公司
002509.SZE|20180102|9.01|9.04|9.04|8.88|8.97|6137265|54841509.7|SZE|A|20101123|trade|0|1.0|0.0|0.0|0.0|0|0|2492492696|1618624591|天广中茂|天广中茂股份有限公司
002510.SZE|20180102|6.31|6.3|6.31|6.23|6.28|14622265|91730073.3|SZE|A|20101125|trade|0|1.0|0.0|0.0|0.0|0|0|896241132|714271247|天汽模|天津汽车模具股份有限公司
002511.SZE|20180102|16.28|16.26|16.43|16.01|16.14|5759795|93104762.0|SZE|A|20101125|trade|0|1.0|0.0|0.0|0.0|0|0|757464540|733386521|中顺洁柔|中顺洁柔纸业股份有限公司
002512.SZE|20180102|18.07|0.0|0.0|0.0|18.07|0|0.0|SZE|A|20101203|suspend|0|1.0|0.0|0.0|0.0|0|0|1095386132|639615423|达华智能|中山达华智能科技股份有限公司
002513.SZE|20180102|10.03|10.05|10.2|10.01|10.15|1474402|14903889.3|SZE|A|20101203|trade|0|1.0|0.0|0.0|0.0|0|0|340086278|243646961|蓝丰生化|江苏蓝丰生物化工股份有限公司
002514.SZE|20180102|7.64|7.67|7.82|7.67|7.76|2075200|16101607.0|SZE|A|20101203|trade|0|1.0|0.0|0.0|0.0|0|0|554034264|358463788|宝馨科技|苏州宝馨科技实业股份有限公司
